method,sample_type,seed,training_accuracy,testing_accuracy,training_time,f1_score,roc_auc
DecisionTreeClassifier,random,0,0.9954421148587056,0.7054545454545454,0.0040140470082405955,0.6693877551020408,0.7053870236424484
DecisionTreeClassifier,random,1,0.9972652689152234,0.6581818181818182,0.0027354630001354963,0.6299212598425197,0.6585879304760878
DecisionTreeClassifier,random,2,0.9945305378304466,0.7345454545454545,0.0033568880171515048,0.7245283018867924,0.731404958677686
DecisionTreeClassifier,random,3,0.9945305378304466,0.6981818181818182,0.0032462910166941583,0.6468085106382979,0.6973186470850022
DecisionTreeClassifier,random,4,0.9963536918869644,0.7127272727272728,0.0031489600078202784,0.6775510204081633,0.7104565617223845
DecisionTreeClassifier,random,5,0.9927073837739289,0.6727272727272727,0.0028305689920671284,0.6564885496183206,0.6708608214513726
DecisionTreeClassifier,random,6,0.9908842297174111,0.6181818181818182,0.0025510690174996853,0.6037735849056604,0.6203792478960264
DecisionTreeClassifier,random,7,0.9945305378304466,0.7090909090909091,0.002838593994965777,0.6666666666666666,0.7048036351833821
DecisionTreeClassifier,random,8,0.9954421148587056,0.7163636363636363,0.002707579988054931,0.675,0.7168192219679633
DecisionTreeClassifier,random,9,0.9972652689152234,0.68,0.002727335988311097,0.6589147286821705,0.6766847363945578
DecisionTreeClassifier,random,10,0.9936189608021878,0.6545454545454545,0.0030604659987147897,0.6303501945525292,0.6526797175866496
DecisionTreeClassifier,random,11,0.9954421148587056,0.6909090909090909,0.0031973599980119616,0.6382978723404256,0.6905075807514831
DecisionTreeClassifier,random,12,0.9954421148587056,0.68,0.002686691004782915,0.6507936507936508,0.6813709677419355
DecisionTreeClassifier,random,13,0.9945305378304466,0.7345454545454545,0.002784403011901304,0.7044534412955465,0.7370430107526882
DecisionTreeClassifier,random,14,0.9945305378304466,0.6618181818181819,0.002737325005000457,0.654275092936803,0.6616064770427187
DecisionTreeClassifier,random,15,0.9954421148587056,0.6472727272727272,0.002889629016863182,0.6523297491039427,0.6445486331849968
DecisionTreeClassifier,random,16,0.9945305378304466,0.6872727272727273,0.0026154990191571414,0.6666666666666666,0.6906461307287752
DecisionTreeClassifier,random,17,0.9981768459434822,0.6690909090909091,0.0031847759964875877,0.6374501992031872,0.6733203505355405
