method,sample_type,seed,training_accuracy,testing_accuracy,training_time,f1_score,roc_auc
DecisionTreeClassifier,random,0,0.7092069279854147,0.9272727272727272,0.002582927991170436,0.92,0.9444834286948073
DecisionTreeClassifier,random,1,0.7292616226071102,0.9309090909090909,0.0017613720265217125,0.9191489361702128,0.9431339738745549
DecisionTreeClassifier,random,2,0.7164995442114859,0.9454545454545454,0.0016261140117421746,0.9420849420849421,0.9537507946598855
DecisionTreeClassifier,random,3,0.7174111212397447,0.9127272727272727,0.001605403987923637,0.896551724137931,0.9469014241210504
DecisionTreeClassifier,random,4,0.7101185050136737,0.8618181818181818,0.0015791449986863881,0.8515625,0.8685221248512387
DecisionTreeClassifier,random,5,0.7338195077484048,0.8545454545454545,0.0015506100025959313,0.8561151079136691,0.8892051500319216
DecisionTreeClassifier,random,6,0.731996353691887,0.9345454545454546,0.0015599180187564343,0.9291338582677166,0.9166134015127304
DecisionTreeClassifier,random,7,0.7092069279854147,0.9018181818181819,0.0016188100271392614,0.8851063829787233,0.9145299145299146
DecisionTreeClassifier,random,8,0.7256153144940748,0.8727272727272727,0.0015454610111191869,0.8605577689243028,0.8907867494824018
DecisionTreeClassifier,random,9,0.7110300820419325,0.8909090909090909,0.0015652180009055883,0.8846153846153846,0.9468803146258503
DecisionTreeClassifier,random,10,0.7228805834092981,0.9018181818181819,0.0016069079865701497,0.8860759493670886,0.917255027813436
DecisionTreeClassifier,random,11,0.723792160437557,0.8727272727272727,0.0015439080016221851,0.8458149779735683,0.9065864645132937
DecisionTreeClassifier,random,12,0.7064721969006381,0.8654545454545455,0.001534189999802038,0.8537549407114624,0.9146236559139784
DecisionTreeClassifier,random,13,0.7010027347310848,0.8545454545454545,0.0015435969980899245,0.8230088495575221,0.9277688172043009
DecisionTreeClassifier,random,14,0.7164995442114859,0.8545454545454545,0.0015486670017708093,0.8319327731092437,0.896878661979333
DecisionTreeClassifier,random,15,0.7110300820419325,0.9054545454545454,0.0015425659948959947,0.9078014184397163,0.9077134986225894
DecisionTreeClassifier,random,16,0.723792160437557,0.8909090909090909,0.0015043239982333034,0.8760330578512396,0.9160942363421702
DecisionTreeClassifier,random,17,0.6918869644484958,0.8254545454545454,0.001538778014946729,0.8181818181818182,0.9095261278805583
DecisionTreeClassifier,random,18,0.723792160437557,0.9054545454545454,0.0015117370057851076,0.8968253968253969,0.9265618314077876
DecisionTreeClassifier,random,19,0.7283500455788514,0.8909090909090909,0.00150549499085173,0.8928571428571429,0.904474769914313
DecisionTreeClassifier,random,20,0.7064721969006381,0.9090909090909091,0.0014982110005803406,0.9019607843137255,0.9681496189760652
DecisionTreeClassifier,random,21,0.7438468550592525,0.8727272727272727,0.0014815189933869988,0.8679245283018868,0.9174702667952427
DecisionTreeClassifier,random,22,0.7210574293527803,0.9272727272727272,0.0014851669839117676,0.9206349206349206,0.9400533333333333
DecisionTreeClassifier,random,23,0.7283500455788514,0.8654545454545455,0.0015161360206548125,0.8673835125448028,0.855606881172348
DecisionTreeClassifier,random,24,0.7274384685505926,0.92,0.0014758080069441348,0.9090909090909091,0.9235645041014168
DecisionTreeClassifier,random,25,0.7110300820419325,0.8872727272727273,0.0015521429886575788,0.8856088560885609,0.9235378715244487
DecisionTreeClassifier,random,26,0.7183226982680037,0.9163636363636364,0.0014619319990742952,0.9068825910931174,0.9598942027420923
DecisionTreeClassifier,random,27,0.7201458523245214,0.8909090909090909,0.0014766509993933141,0.8695652173913043,0.8869551073519844
DecisionTreeClassifier,random,28,0.7183226982680037,0.9054545454545454,0.0014780939964111894,0.896,0.9099005134788191
DecisionTreeClassifier,random,29,0.7219690063810392,0.8618181818181818,0.0014817900082562119,0.8515625,0.899511645379414
DecisionTreeClassifier,random,30,0.7192342752962625,0.8109090909090909,0.0014538470131810755,0.8074074074074075,0.9212909033146246
DecisionTreeClassifier,random,31,0.7219690063810392,0.9418181818181818,0.0014835740148555487,0.9338842975206612,0.9097484616215049
DecisionTreeClassifier,random,32,0.7329079307201458,0.8727272727272727,0.001478654012316838,0.8582995951417004,0.8716602025425555
DecisionTreeClassifier,random,33,0.7283500455788514,0.8727272727272727,0.001462924003135413,0.8535564853556485,0.8668279569892472
DecisionTreeClassifier,random,34,0.731084776663628,0.8363636363636363,0.0014547190221492201,0.8262548262548263,0.818718112244898
DecisionTreeClassifier,random,35,0.7219690063810392,0.8836363636363637,0.001485647982917726,0.8558558558558559,0.9493939393939393
DecisionTreeClassifier,random,36,0.7274384685505926,0.8981818181818182,0.0014649289951194078,0.8771929824561403,0.9025263951734539
