method,sample_type,seed,training_accuracy,testing_accuracy,training_time,f1_score,roc_auc
DecisionTreeClassifier,random,0,0.9945305378304466,0.6690909090909091,0.0031367480114568025,0.6094420600858369,0.6613678074058081
DecisionTreeClassifier,random,1,0.9972652689152234,0.6545454545454545,0.0026387510006316006,0.6245059288537549,0.6542966641476844
DecisionTreeClassifier,random,2,0.9936189608021878,0.7381818181818182,0.003256952011724934,0.7272727272727273,0.7329942784488239
DecisionTreeClassifier,random,3,0.9945305378304466,0.6327272727272727,0.002809288998832926,0.5388127853881278,0.6129283489096573
DecisionTreeClassifier,random,4,0.9963536918869644,0.610909090909091,0.002843952999683097,0.5485232067510548,0.6023206751054853
DecisionTreeClassifier,random,5,0.99179580674567,0.6290909090909091,0.0026510230090934783,0.6106870229007634,0.6284049797829325
DecisionTreeClassifier,random,6,0.9908842297174111,0.6181818181818182,0.0027920549910049886,0.5783132530120482,0.6188878235858102
DecisionTreeClassifier,random,7,0.9945305378304466,0.6581818181818182,0.0030707749829161912,0.591304347826087,0.6468679000324571
DecisionTreeClassifier,random,8,0.9954421148587056,0.6727272727272727,0.0026324600039515644,0.628099173553719,0.6687370600414078
DecisionTreeClassifier,random,9,0.9981768459434822,0.6472727272727272,0.0027067479968536645,0.6420664206642066,0.6482780612244898
DecisionTreeClassifier,random,10,0.99179580674567,0.64,0.0029540579998865724,0.6264150943396226,0.6423299101412066
DecisionTreeClassifier,random,11,0.9945305378304466,0.7090909090909091,0.0029586770106106997,0.6666666666666666,0.7123159745110963
DecisionTreeClassifier,random,12,0.9954421148587056,0.6545454545454545,0.0029733540141023695,0.6215139442231076,0.6517741935483871
DecisionTreeClassifier,random,13,0.9927073837739289,0.6945454545454546,0.003219661011826247,0.6410256410256411,0.6794354838709677
DecisionTreeClassifier,random,14,0.9936189608021878,0.64,0.0029288300138432533,0.6292134831460674,0.6387024608501117
DecisionTreeClassifier,random,15,0.9954421148587056,0.6,0.0031275919754989445,0.5955882352941176,0.5924189446916719
DecisionTreeClassifier,random,16,0.9936189608021878,0.6509090909090909,0.002754615998128429,0.6417910447761194,0.655575829129548
DecisionTreeClassifier,random,17,0.9972652689152234,0.610909090909091,0.0033066929900087416,0.570281124497992,0.6136535756788921
DecisionTreeClassifier,random,18,0.9954421148587056,0.6872727272727273,0.003190547024132684,0.6446280991735537,0.68693838254172
DecisionTreeClassifier,random,19,0.9936189608021878,0.6145454545454545,0.0026872009912040085,0.6159420289855072,0.6126890934094996
DecisionTreeClassifier,random,20,0.9945305378304466,0.6436363636363637,0.003141185996355489,0.6259541984732825,0.6442524417731029
DecisionTreeClassifier,random,21,0.9945305378304466,0.6363636363636364,0.0026282019971404225,0.6153846153846154,0.6413800492874745
DecisionTreeClassifier,random,22,0.99179580674567,0.6836363636363636,0.0034291630145162344,0.6614785992217899,0.6833333333333335
DecisionTreeClassifier,random,23,0.9972652689152234,0.68,0.002722687990171835,0.6901408450704225,0.6821705426356589
DecisionTreeClassifier,random,24,0.99179580674567,0.5890909090909091,0.0028318309923633933,0.5830258302583026,0.5870086289549377
DecisionTreeClassifier,random,25,0.9963536918869644,0.6618181818181819,0.0029846660036128014,0.6463878326996197,0.6628848407371898
DecisionTreeClassifier,random,26,0.9908842297174111,0.6545454545454545,0.0027290979924146086,0.6215139442231076,0.6552952607146714
DecisionTreeClassifier,random,27,0.9963536918869644,0.6690909090909091,0.0027485250029712915,0.6127659574468085,0.6573411407503795
DecisionTreeClassifier,random,28,0.9963536918869644,0.6290909090909091,0.0028297769895289093,0.5887096774193549,0.6190094137783483
DecisionTreeClassifier,random,29,0.9945305378304466,0.6690909090909091,0.0031036259897518903,0.6566037735849056,0.6740367070945584
DecisionTreeClassifier,random,30,0.9936189608021878,0.6363636363636364,0.0028792789962608367,0.6323529411764706,0.6352324473154718
