method,sample_type,seed,training_accuracy,testing_accuracy,training_time,f1_score,roc_auc
DecisionTreeClassifier,control (none),0,1.0,0.9890909090909091,0.0026290809910278767,0.9873417721518988,0.9893932851128144
DecisionTreeClassifier,control (none),1,1.0,0.9890909090909091,0.001548380998428911,0.9874476987447699,0.9904458598726115
DecisionTreeClassifier,control (none),2,1.0,0.9818181818181818,0.0014219410077203065,0.9812734082397003,0.9822261072261071
DecisionTreeClassifier,control (none),3,1.0,0.9890909090909091,0.0013953029992990196,0.9861751152073732,0.9910714285714285
DecisionTreeClassifier,control (none),4,1.0,0.9963636363636363,0.0014478680095635355,0.9957446808510638,0.9968354430379747
DecisionTreeClassifier,control (none),5,1.0,0.9672727272727273,0.001386777003062889,0.9641434262948207,0.9662428176207704
DecisionTreeClassifier,control (none),6,1.0,1.0,0.0014568240148946643,1.0,1.0
DecisionTreeClassifier,control (none),7,1.0,0.9927272727272727,0.0014149979979265481,0.9915254237288136,0.9936708860759494
DecisionTreeClassifier,control (none),8,1.0,0.9890909090909091,0.001456173020415008,0.9868995633187773,0.9894028549634957
DecisionTreeClassifier,control (none),9,1.0,0.9781818181818182,0.0014857460046187043,0.9765625,0.9780771683673468
DecisionTreeClassifier,control (none),10,1.0,0.9854545454545455,0.0014886619755998254,0.9838709677419355,0.9860665382969618
DecisionTreeClassifier,control (none),11,1.0,0.9890909090909091,0.001527601998532191,0.9866666666666667,0.9908536585365854
DecisionTreeClassifier,control (none),12,1.0,0.9890909090909091,0.001441847998648882,0.9874476987447699,0.9884408602150537
DecisionTreeClassifier,control (none),13,1.0,0.9854545454545455,0.001509559981059283,0.9833333333333333,0.9852150537634409
DecisionTreeClassifier,control (none),14,1.0,0.9927272727272727,0.0015088880027178675,0.9921259842519685,0.9932885906040269
DecisionTreeClassifier,control (none),15,1.0,0.9781818181818182,0.0014611120277550071,0.9772727272727273,0.9781468531468532
DecisionTreeClassifier,control (none),16,1.0,0.9963636363636363,0.0015549020026810467,0.9958847736625515,0.9967532467532468
DecisionTreeClassifier,control (none),17,1.0,0.9927272727272727,0.00146311498247087,0.9915254237288136,0.9936708860759494
DecisionTreeClassifier,control (none),18,1.0,0.9818181818181818,0.001500673999544233,0.979757085020243,0.9820014976465555
DecisionTreeClassifier,control (none),19,1.0,0.9745454545454545,0.0014782630023546517,0.9745454545454545,0.9745583412673224
DecisionTreeClassifier,control (none),20,1.0,0.9818181818181818,0.0014758380129933357,0.9794238683127572,0.981995277449823
DecisionTreeClassifier,control (none),21,1.0,0.9745454545454545,0.0015028079797048122,0.97165991902834,0.9754634094074789
DecisionTreeClassifier,control (none),22,1.0,0.9927272727272727,0.0015076760028023273,0.992,0.9926666666666666
DecisionTreeClassifier,control (none),23,1.0,0.9890909090909091,0.0014939510147087276,0.9883268482490273,0.9888234044812573
DecisionTreeClassifier,control (none),24,1.0,0.9890909090909091,0.0014956639788579196,0.9880478087649402,0.9887077873655056
DecisionTreeClassifier,control (none),25,1.0,0.9890909090909091,0.0014561519783455878,0.9881422924901185,0.9893203366357729
DecisionTreeClassifier,control (none),26,1.0,0.9854545454545455,0.0015476580010727048,0.9830508474576272,0.9851559969772212
DecisionTreeClassifier,control (none),27,1.0,0.9854545454545455,0.0015288449940271676,0.9826086956521739,0.983924311429191
DecisionTreeClassifier,control (none),28,1.0,0.9890909090909091,0.0016115249891299754,0.9876543209876543,0.9878048780487805
DecisionTreeClassifier,control (none),29,1.0,0.9745454545454545,0.0015172930143307894,0.97165991902834,0.9763872491145218
DecisionTreeClassifier,control (none),30,1.0,0.9854545454545455,0.0015762099938001484,0.9851851851851852,0.9859154929577465
DecisionTreeClassifier,control (none),31,1.0,0.9709090909090909,0.0015230939898174256,0.9666666666666667,0.9724171434740365
DecisionTreeClassifier,control (none),32,1.0,0.9854545454545455,0.0015528789954259992,0.9831932773109243,0.9851863822452058
DecisionTreeClassifier,control (none),33,1.0,0.9672727272727273,0.0014522150158882141,0.963265306122449,0.9690860215053764
DecisionTreeClassifier,control (none),34,1.0,0.9818181818181818,0.0014477070071734488,0.980544747081712,0.9819834183673469
DecisionTreeClassifier,control (none),35,1.0,0.9927272727272727,0.0014560120180249214,0.9908256880733946,0.990909090909091
DecisionTreeClassifier,control (none),36,1.0,0.9745454545454545,0.0014894839841872454,0.9696969696969697,0.9705882352941176
DecisionTreeClassifier,control (none),37,1.0,0.9854545454545455,0.0014425480039790273,0.9841269841269841,0.986
