method,sample_type,seed,training_accuracy,testing_accuracy,training_time,f1_score,roc_auc
DecisionTreeClassifier,random,0,0.7629899726526892,0.9272727272727272,0.0027161029865965247,0.9145299145299145,0.959246464428371
DecisionTreeClassifier,random,1,0.7748404740200547,0.8945454545454545,0.00165322600514628,0.8776371308016878,0.92526719205441
DecisionTreeClassifier,random,2,0.7611668185961714,0.9381818181818182,0.0016856870206538588,0.9317269076305221,0.9489828353464717
DecisionTreeClassifier,random,3,0.7611668185961714,0.8836363636363637,0.0015547599759884179,0.8632478632478633,0.9608644859813085
DecisionTreeClassifier,random,4,0.7529626253418414,0.9345454545454546,0.0015922299935482442,0.9243697478991597,0.9388997078870496
DecisionTreeClassifier,random,5,0.7775752051048314,0.8363636363636363,0.001548005995573476,0.8387096774193549,0.9285220259629707
DecisionTreeClassifier,random,6,0.7757520510483136,0.9309090909090909,0.0015343000122811645,0.9236947791164659,0.952301054650048
DecisionTreeClassifier,random,7,0.7611668185961714,0.9381818181818182,0.0016096830077003688,0.9264069264069265,0.9693010927188142
DecisionTreeClassifier,random,8,0.7657247037374658,0.9309090909090909,0.0015365149884019047,0.9205020920502092,0.9463059823471722
DecisionTreeClassifier,random,9,0.7584320875113947,0.9090909090909091,0.0015450700011570007,0.9019607843137255,0.9452593537414966
DecisionTreeClassifier,random,10,0.7684594348222424,0.9418181818181818,0.0015542889887001365,0.9333333333333333,0.9738714163457425
DecisionTreeClassifier,random,11,0.7593436645396536,0.92,0.0015574150020256639,0.9035087719298246,0.9056251373324544
DecisionTreeClassifier,random,12,0.7484047402005469,0.88,0.0015819410036783665,0.8595744680851064,0.9546774193548387
DecisionTreeClassifier,random,13,0.7629899726526892,0.9236363636363636,0.0015527850191574544,0.9121338912133892,0.9224731182795699
DecisionTreeClassifier,random,14,0.7611668185961714,0.9054545454545454,0.0015361739788204432,0.9022556390977443,0.9222328752530093
DecisionTreeClassifier,random,15,0.7593436645396536,0.9018181818181819,0.0015429669874720275,0.9018181818181819,0.9043494384403475
DecisionTreeClassifier,random,16,0.7666362807657247,0.9563636363636364,0.0015268250135704875,0.95,0.9365138993238167
DecisionTreeClassifier,random,17,0.7502278942570647,0.8981818181818182,0.0015382480050902814,0.8823529411764706,0.8876987990912042
DecisionTreeClassifier,random,18,0.764813126709207,0.9527272727272728,0.0015180490154307336,0.9494163424124513,0.9679075738125803
DecisionTreeClassifier,random,19,0.7675478577939836,0.8981818181818182,0.0015140619943849742,0.8955223880597015,0.966518565534751
