method,sample_type,seed,training_accuracy,testing_accuracy,training_time,f1_score,roc_auc
DecisionTreeClassifier,control (none),0,0.9170464904284412,0.9090909090909091,0.0018591299995023292,0.8927038626609443,0.9101802871639858
DecisionTreeClassifier,control (none),1,0.9134001823154057,0.8981818181818182,0.001492020001023775,0.875,0.9198423836769946
DecisionTreeClassifier,control (none),2,0.9134001823154057,0.9054545454545454,0.0014531400011037476,0.8992248062015504,0.9255138800593347
DecisionTreeClassifier,control (none),3,0.918869644484959,0.9090909090909091,0.0013914000010117888,0.8847926267281107,0.92456608811749
DecisionTreeClassifier,control (none),4,0.9152233363719234,0.9236363636363636,0.0015151500010688324,0.9113924050632911,0.9275127123228389
DecisionTreeClassifier,control (none),5,0.9197812215132178,0.9018181818181819,0.001386359999742126,0.891566265060241,0.9072409023196424
DecisionTreeClassifier,control (none),6,0.9161349134001823,0.92,0.0014044499985175207,0.9112903225806451,0.9284648982635559
DecisionTreeClassifier,control (none),7,0.92616226071103,0.8690909090909091,0.001447290000214707,0.8378378378378378,0.8860759493670886
DecisionTreeClassifier,control (none),8,0.9143117593436645,0.9272727272727272,0.0014482799997495022,0.9137931034482759,0.9319221967963387
DecisionTreeClassifier,control (none),9,0.9115770282588879,0.9090909090909091,0.0014854500004730653,0.8979591836734694,0.9270301870748299
DecisionTreeClassifier,control (none),10,0.9161349134001823,0.9054545454545454,0.0014083200003369711,0.8907563025210085,0.9288617886178863
DecisionTreeClassifier,control (none),11,0.9216043755697356,0.8945454545454545,0.0014549400002579205,0.8699551569506726,0.8972203911228301
DecisionTreeClassifier,control (none),12,0.9152233363719234,0.8945454545454545,0.0016125300026033074,0.8744588744588745,0.9149731182795697
DecisionTreeClassifier,control (none),13,0.9161349134001823,0.92,0.0014761800011910964,0.905982905982906,0.9334408602150537
DecisionTreeClassifier,control (none),14,0.9152233363719234,0.8981818181818182,0.0014759100013179705,0.8833333333333333,0.9370672206242676
DecisionTreeClassifier,control (none),15,0.9170464904284412,0.9163636363636364,0.001393110000208253,0.9132075471698113,0.926070141979233
DecisionTreeClassifier,control (none),16,0.9225159525979946,0.8945454545454545,0.0016824600024847314,0.8765957446808511,0.9183750134163358
DecisionTreeClassifier,control (none),17,0.9225159525979946,0.8909090909090909,0.0013987799975438975,0.8717948717948718,0.9054960510656712
DecisionTreeClassifier,control (none),18,0.9225159525979946,0.8945454545454545,0.0015490800033148844,0.8806584362139918,0.8975449293966623
DecisionTreeClassifier,control (none),19,0.9161349134001823,0.9090909090909091,0.001590930001839297,0.9077490774907749,0.9291230297260129
DecisionTreeClassifier,control (none),20,0.9152233363719234,0.9163636363636364,0.0013861799998267088,0.9037656903765691,0.9350112697220136
DecisionTreeClassifier,control (none),21,0.9124886052871468,0.9018181818181819,0.0014065200011827983,0.8841201716738197,0.9269259616414872
DecisionTreeClassifier,control (none),22,0.918869644484959,0.9090909090909091,0.0015673499983677175,0.9011857707509882,0.9230399999999999
DecisionTreeClassifier,control (none),23,0.9161349134001823,0.9163636363636364,0.0013519799977075309,0.9068825910931174,0.931878517574599
DecisionTreeClassifier,control (none),24,0.918869644484959,0.9054545454545454,0.0016748099988035392,0.8951612903225806,0.9168264621284754
DecisionTreeClassifier,control (none),25,0.9134001823154057,0.9309090909090909,0.0016147800015460234,0.9254901960784314,0.9405294556301267
DecisionTreeClassifier,control (none),26,0.9206927985414768,0.9018181818181819,0.0014512499983538873,0.8831168831168831,0.9186278743387672
DecisionTreeClassifier,control (none),27,0.9252506836827712,0.8836363636363637,0.0014851800005999394,0.8571428571428571,0.8905335068314899
DecisionTreeClassifier,control (none),28,0.9225159525979946,0.8945454545454545,0.0015193799990811385,0.8825910931174089,0.9065575524176295
DecisionTreeClassifier,control (none),29,0.918869644484959,0.9090909090909091,0.0015237000006891321,0.900398406374502,0.9211119459053343
DecisionTreeClassifier,control (none),30,0.8951686417502279,0.850909090909091,0.0015653699992981274,0.8326530612244898,0.9249973525362702
DecisionTreeClassifier,control (none),31,0.9206927985414768,0.9018181818181819,0.0013967100021545775,0.8810572687224669,0.9045125769189247
DecisionTreeClassifier,control (none),32,0.918869644484959,0.9090909090909091,0.001434329999028705,0.8962655601659751,0.9185789700495582
DecisionTreeClassifier,control (none),33,0.9088422971741112,0.8872727272727273,0.0014705100002174731,0.8744939271255061,0.9137096774193549
DecisionTreeClassifier,control (none),34,0.9152233363719234,0.8981818181818182,0.0013732199986407068,0.8861788617886179,0.9310693027210885
DecisionTreeClassifier,control (none),35,0.8906107566089334,0.9127272727272727,0.0015128099985304289,0.8823529411764706,0.9422038567493113
DecisionTreeClassifier,control (none),36,0.9152233363719234,0.92,0.0014594400017813314,0.9051724137931034,0.9193331178625296
DecisionTreeClassifier,control (none),37,0.918869644484959,0.9090909090909091,0.0014818499985267408,0.900398406374502,0.9218666666666667
DecisionTreeClassifier,control (none),38,0.9161349134001823,0.9163636363636364,0.0014899500019964762,0.9098039215686274,0.9313262599469496
DecisionTreeClassifier,control (none),39,0.918869644484959,0.9090909090909091,0.0013984200013510417,0.8987854251012146,0.9218450734198765
DecisionTreeClassifier,control (none),40,0.9170464904284412,0.9054545454545454,0.0013950899992778432,0.8968253968253969,0.9299798044217686
DecisionTreeClassifier,control (none),41,0.9115770282588879,0.9381818181818182,0.0014902199982316233,0.9317269076305221,0.9455203234730793
DecisionTreeClassifier,control (none),42,0.9252506836827712,0.88,0.0013914000010117888,0.8641975308641975,0.8905086188550755
DecisionTreeClassifier,control (none),43,0.9179580674567,0.8836363636363637,0.0013305600004969165,0.864406779661017,0.9218916898098697
DecisionTreeClassifier,control (none),44,0.9197812215132178,0.8981818181818182,0.0018915300024673343,0.8923076923076924,0.9088616332165234
DecisionTreeClassifier,control (none),45,0.9143117593436645,0.9018181818181819,0.0014187599990691524,0.8629441624365483,0.9076698155645525
DecisionTreeClassifier,control (none),46,0.9161349134001823,0.9163636363636364,0.0013784399998257868,0.9076305220883534,0.9226057313305634
DecisionTreeClassifier,control (none),47,0.9179580674567,0.9090909090909091,0.0014618700006394647,0.8927038626609443,0.9122311827956988
DecisionTreeClassifier,control (none),48,0.9179580674567,0.9090909090909091,0.0013605300009658094,0.8987854251012146,0.9256663480938728
DecisionTreeClassifier,control (none),49,0.9152233363719234,0.8981818181818182,0.0013595400014310144,0.8833333333333333,0.9116533333333334
DecisionTreeClassifier,control (none),50,0.9079307201458523,0.9272727272727272,0.0015371100016636774,0.9130434782608695,0.947983870967742
DecisionTreeClassifier,control (none),51,0.918869644484959,0.9090909090909091,0.0017228699980478268,0.8898678414096917,0.9245380434782609
DecisionTreeClassifier,control (none),52,0.9061075660893345,0.9345454545454546,0.001726020000205608,0.9203539823008849,0.9438087012846811
DecisionTreeClassifier,control (none),53,0.910665451230629,0.8836363636363637,0.0015751799983263481,0.8709677419354839,0.9036533333333333
DecisionTreeClassifier,control (none),54,0.9170464904284412,0.9127272727272727,0.0015093900001375005,0.8983050847457628,0.9278041671164851
DecisionTreeClassifier,control (none),55,0.9134001823154057,0.9163636363636364,0.0013996800007589627,0.8968609865470852,0.9284239130434784
DecisionTreeClassifier,control (none),56,0.9079307201458523,0.9018181818181819,0.0014338799992401619,0.8695652173913043,0.8941170026292725
DecisionTreeClassifier,control (none),57,0.9179580674567,0.88,0.0016058699984569103,0.847926267281106,0.910404467577532
DecisionTreeClassifier,control (none),58,0.9115770282588879,0.9127272727272727,0.0014887800025462639,0.8956521739130435,0.914242620124973
DecisionTreeClassifier,control (none),59,0.9197812215132178,0.8945454545454545,0.0015054299983603414,0.8776371308016878,0.9045125769189248
DecisionTreeClassifier,control (none),60,0.9088422971741112,0.9381818181818182,0.0015510599987464957,0.925764192139738,0.950994623655914
DecisionTreeClassifier,control (none),61,0.910665451230629,0.9090909090909091,0.0015373799978988245,0.8858447488584474,0.9315798098983941
DecisionTreeClassifier,control (none),62,0.9161349134001823,0.9163636363636364,0.0014140799976303242,0.8899521531100478,0.9349019607843136
DecisionTreeClassifier,control (none),63,0.9097538742023701,0.8872727272727273,0.0013827599977958016,0.8634361233480177,0.9038124452234881
DecisionTreeClassifier,control (none),64,0.9161349134001823,0.9163636363636364,0.0013930200002505444,0.8949771689497716,0.9262771739130435
DecisionTreeClassifier,control (none),65,0.9179580674567,0.8945454545454545,0.0014505299986922182,0.8776371308016878,0.9227729117709891
