method,sample_type,seed,training_accuracy,testing_accuracy,training_time,f1_score,roc_auc
DecisionTreeClassifier,random,0,0.9936189608021878,0.5963636363636363,0.0044855620071757585,0.5647058823529412,0.5987800928424917
DecisionTreeClassifier,random,1,0.9981768459434822,0.5963636363636363,0.0034664120175875723,0.5612648221343873,0.5944888265140883
DecisionTreeClassifier,random,2,0.9945305378304466,0.6145454545454545,0.0028984530072193593,0.6044776119402985,0.6104577240940877
DecisionTreeClassifier,random,3,0.9945305378304466,0.5745454545454546,0.0029963859997224063,0.4935064935064935,0.5588006230529595
DecisionTreeClassifier,random,4,0.9945305378304466,0.5854545454545454,0.002962772996397689,0.5327868852459017,0.578762306610408
DecisionTreeClassifier,random,5,0.99179580674567,0.5636363636363636,0.0027075470134150237,0.5488721804511278,0.5611300276654607
DecisionTreeClassifier,random,6,0.9899726526891522,0.5345454545454545,0.002894165983889252,0.5223880597014925,0.5385906040268457
DecisionTreeClassifier,random,7,0.9945305378304466,0.5563636363636364,0.0028517559985630214,0.5158730158730159,0.5548523206751056
DecisionTreeClassifier,random,8,0.9954421148587056,0.6472727272727272,0.0028843560139648616,0.5872340425531914,0.6436744033998038
DecisionTreeClassifier,random,9,0.9972652689152234,0.5563636363636364,0.00265608198242262,0.5158730158730159,0.5498777636054422
DecisionTreeClassifier,random,10,0.99179580674567,0.5854545454545454,0.0031614030012860894,0.5615384615384615,0.5841623876765083
DecisionTreeClassifier,random,11,0.9945305378304466,0.6509090909090909,0.0032452789891976863,0.6,0.6525214238628874
DecisionTreeClassifier,random,12,0.9945305378304466,0.5890909090909091,0.002834815008100122,0.5767790262172284,0.5956989247311828
DecisionTreeClassifier,random,13,0.99179580674567,0.6727272727272727,0.003001253993716091,0.625,0.6600806451612903
DecisionTreeClassifier,random,14,0.9927073837739289,0.5818181818181818,0.003132009005639702,0.5724907063197026,0.5801640566741237
DecisionTreeClassifier,random,15,0.9954421148587056,0.5672727272727273,0.00361105301999487,0.5509433962264151,0.5604736172917991
DecisionTreeClassifier,random,16,0.9936189608021878,0.5745454545454546,0.0028551730210892856,0.5517241379310345,0.5694697864119351
DecisionTreeClassifier,random,17,0.9963536918869644,0.5636363636363636,0.0030464590236078948,0.53125,0.5642918965703776
DecisionTreeClassifier,random,18,0.9963536918869644,0.6036363636363636,0.002932597999460995,0.5657370517928287,0.6016260162601627
DecisionTreeClassifier,random,19,0.9936189608021878,0.5854545454545454,0.002840594999724999,0.5869565217391305,0.586797841954935
DecisionTreeClassifier,random,20,0.9936189608021878,0.610909090909091,0.0029665500042028725,0.570281124497992,0.6035204464956531
DecisionTreeClassifier,random,21,0.9945305378304466,0.5454545454545454,0.003292927984148264,0.5454545454545454,0.5526358084217293
DecisionTreeClassifier,random,22,0.99179580674567,0.6254545454545455,0.0031462540209759027,0.6199261992619927,0.6282400000000001
DecisionTreeClassifier,random,23,0.9972652689152234,0.6036363636363636,0.0025602929817978293,0.6093189964157706,0.6033503238823403
