method,sample_type,seed,training_accuracy,testing_accuracy,training_time,f1_score,roc_auc
DecisionTreeClassifier,random,0,0.6718322698268003,0.9054545454545454,0.0017824899987317622,0.8916666666666667,0.9089117996329483
DecisionTreeClassifier,random,1,0.6700091157702825,0.8836363636363637,0.0032558079983573407,0.8545454545454545,0.8757422001511389
DecisionTreeClassifier,random,2,0.6718322698268003,0.8909090909090909,0.0010589199955575168,0.8790322580645161,0.8828141555414283
DecisionTreeClassifier,random,3,0.6773017319963537,0.8836363636363637,0.0010017019812949002,0.8584070796460177,0.903343346684468
DecisionTreeClassifier,random,4,0.6618049225159526,0.8909090909090909,0.0009907420026138425,0.8828125,0.8960294276749974
DecisionTreeClassifier,random,5,0.6636280765724704,0.88,0.0009763640118762851,0.8782287822878229,0.8999521174718026
DecisionTreeClassifier,random,6,0.6791248860528715,0.9236363636363636,0.0010012319835368544,0.9149797570850202,0.9516086076488761
DecisionTreeClassifier,random,7,0.6700091157702825,0.8545454545454545,0.0010655219957698137,0.8095238095238095,0.8986259872335821
DecisionTreeClassifier,random,8,0.6718322698268003,0.8763636363636363,0.0009910530061461031,0.8629032258064516,0.9287621226980495
DecisionTreeClassifier,random,9,0.6618049225159526,0.8763636363636363,0.000971686007687822,0.8740740740740741,0.8979591836734694
DecisionTreeClassifier,random,10,0.6608933454876937,0.88,0.0010451740236021578,0.852017937219731,0.9270699614890886
DecisionTreeClassifier,random,11,0.6672743846855059,0.8836363636363637,0.0009918640134856105,0.8571428571428571,0.9052680729509998
DecisionTreeClassifier,random,12,0.6700091157702825,0.8836363636363637,0.0009730079909786582,0.8688524590163934,0.9070967741935483
DecisionTreeClassifier,random,13,0.6754785779398359,0.9054545454545454,0.0009723769908305258,0.8943089430894309,0.906774193548387
DecisionTreeClassifier,random,14,0.6654512306289881,0.88,0.00097456100047566,0.8630705394190872,0.9033503781825929
DecisionTreeClassifier,random,15,0.6745670009115771,0.8690909090909091,0.0009915730042848736,0.8686131386861314,0.8997933884297521
DecisionTreeClassifier,random,16,0.6709206927985415,0.8436363636363636,0.0009628289844840765,0.833976833976834,0.8726253085757218
DecisionTreeClassifier,random,17,0.6399270738377393,0.7418181818181818,0.0009684989927336574,0.7672131147540984,0.7753164556962026
DecisionTreeClassifier,random,18,0.6672743846855059,0.8690909090909091,0.0009654239984229207,0.8363636363636363,0.870293110825845
DecisionTreeClassifier,random,19,0.6791248860528715,0.8836363636363637,0.0009480120206717402,0.8881118881118881,0.8916481540251772
DecisionTreeClassifier,random,20,0.6709206927985415,0.9090909090909091,0.0009473399841226637,0.9019607843137255,0.915772244284641
DecisionTreeClassifier,random,21,0.6882406563354604,0.8618181818181818,0.0009484230249654502,0.8429752066115702,0.8736740597878496
DecisionTreeClassifier,random,22,0.690975387420237,0.9054545454545454,0.0009475210099481046,0.8992248062015504,0.8936266666666667
DecisionTreeClassifier,random,23,0.6800364630811303,0.8872727272727273,0.0009431819780729711,0.8821292775665399,0.904242327705214
DecisionTreeClassifier,random,24,0.6627164995442115,0.8836363636363637,0.0009647629922255874,0.8677685950413223,0.9179450303611377
DecisionTreeClassifier,random,25,0.6882406563354604,0.8981818181818182,0.0010575969936326146,0.8978102189781022,0.9086236284222862
DecisionTreeClassifier,random,26,0.658158614402917,0.8727272727272727,0.0009430019999854267,0.8356807511737089,0.917926157832236
DecisionTreeClassifier,random,27,0.6855059252506837,0.8690909090909091,0.0009608760010451078,0.8348623853211009,0.8774398178269356
DecisionTreeClassifier,random,28,0.6554238833181404,0.8763636363636363,0.000929427013034001,0.8559322033898306,0.8839323919554986
DecisionTreeClassifier,random,29,0.6718322698268003,0.88,0.000933163013542071,0.8674698795180723,0.8925619834710744
DecisionTreeClassifier,random,30,0.6700091157702825,0.8363636363636363,0.000939966004807502,0.810126582278481,0.9238324684951816
DecisionTreeClassifier,random,31,0.6645396536007293,0.8836363636363637,0.0009494039986748248,0.8620689655172413,0.9134729569254022
DecisionTreeClassifier,random,32,0.6727438468550593,0.8836363636363637,0.0009347860177513212,0.8632478632478633,0.8626104287868994
DecisionTreeClassifier,random,33,0.6845943482224248,0.8909090909090909,0.0009369500039611012,0.8739495798319328,0.8851612903225807
DecisionTreeClassifier,random,34,0.6645396536007293,0.8727272727272727,0.0009407580073457211,0.8497854077253219,0.9225393282312925
DecisionTreeClassifier,random,35,0.6754785779398359,0.92,0.0009400660055689514,0.8942307692307693,0.94633608815427
DecisionTreeClassifier,random,36,0.650865998176846,0.88,0.0009384230070281774,0.8421052631578947,0.9084518422753718
DecisionTreeClassifier,random,37,0.6763901549680948,0.88,0.0009636710165068507,0.8571428571428571,0.9085066666666667
DecisionTreeClassifier,random,38,0.6763901549680948,0.9054545454545454,0.0009537219884805381,0.8951612903225806,0.8875066312997347
DecisionTreeClassifier,random,39,0.6718322698268003,0.8654545454545455,0.0009304189879912883,0.8603773584905661,0.8574962758033624
DecisionTreeClassifier,random,40,0.6782133090246126,0.8836363636363637,0.0009368499740958214,0.8832116788321168,0.9232568027210883
DecisionTreeClassifier,random,41,0.6754785779398359,0.9272727272727272,0.0009255190088879317,0.9236641221374046,0.9422483507129177
DecisionTreeClassifier,random,42,0.6818596171376481,0.88,0.0009330129832960665,0.8619246861924686,0.8952436688657162
DecisionTreeClassifier,random,43,0.6773017319963537,0.9127272727272727,0.0009361690026707947,0.9,0.9061098055970946
DecisionTreeClassifier,random,44,0.6563354603463992,0.8727272727272727,0.0009419999842066318,0.8627450980392157,0.9053573324838059
DecisionTreeClassifier,random,45,0.6763901549680948,0.8618181818181818,0.0009505460038781166,0.8061224489795918,0.9039867296446245
DecisionTreeClassifier,random,46,0.6672743846855059,0.8836363636363637,0.0009965219942387193,0.8596491228070176,0.9321668264621286
DecisionTreeClassifier,random,47,0.6754785779398359,0.8836363636363637,0.0009383629949297756,0.8688524590163934,0.8958064516129032
DecisionTreeClassifier,random,48,0.6809480401093893,0.8945454545454545,0.000929986999835819,0.8897338403041825,0.9177020282467876
