method,sample_type,seed,training_accuracy,testing_accuracy,training_time,f1_score,roc_auc
DecisionTreeClassifier,random,0,0.7921604375569735,0.9054545454545454,0.0018911540100816637,0.8859649122807017,0.9136348915038325
DecisionTreeClassifier,random,1,0.7903372835004557,0.8872727272727273,0.001068016979843378,0.8669527896995708,0.8985479866134082
DecisionTreeClassifier,random,2,0.7948951686417502,0.8581818181818182,0.0013058539771009237,0.8581818181818182,0.8761919898283534
DecisionTreeClassifier,random,3,0.796718322698268,0.9054545454545454,0.0009946789941750467,0.8807339449541285,0.9213395638629284
DecisionTreeClassifier,random,4,0.7839562443026435,0.9127272727272727,0.000982184981694445,0.8983050847457628,0.9079032781564427
DecisionTreeClassifier,random,5,0.7757520510483136,0.8472727272727273,0.0009739099768921733,0.8157894736842105,0.9220578846563099
DecisionTreeClassifier,random,6,0.7848678213309025,0.9054545454545454,0.0010171320172958076,0.8943089430894309,0.9410088420155535
DecisionTreeClassifier,random,7,0.8030993618960802,0.8763636363636363,0.0009652040025684983,0.8495575221238938,0.8887266039164774
DecisionTreeClassifier,random,8,0.7930720145852325,0.8981818181818182,0.0009923949837684631,0.8852459016393442,0.9275907159202353
DecisionTreeClassifier,random,9,0.7757520510483136,0.8872727272727273,0.0010879740002565086,0.8838951310861424,0.9075255102040818
DecisionTreeClassifier,random,10,0.7876025524156791,0.8981818181818182,0.0011890440073329955,0.8861788617886179,0.8981065468549424
DecisionTreeClassifier,random,11,0.7894257064721969,0.88,0.0012796539813280106,0.8546255506607929,0.8983739837398373
DecisionTreeClassifier,random,12,0.8058340929808568,0.88,0.0010266989993397146,0.8663967611336032,0.8900806451612902
DecisionTreeClassifier,random,13,0.7876025524156791,0.9127272727272727,0.0009972940024454147,0.8956521739130435,0.9364784946236558
DecisionTreeClassifier,random,14,0.772105742935278,0.8690909090909091,0.0009842189901974052,0.8461538461538461,0.9368541600085224
DecisionTreeClassifier,random,15,0.7958067456700091,0.9054545454545454,0.0010703610023483634,0.9029850746268657,0.9154216995126087
DecisionTreeClassifier,random,16,0.7812215132178669,0.8727272727272727,0.0009881359874270856,0.8458149779735683,0.9255125040249007
DecisionTreeClassifier,random,17,0.7866909753874203,0.8581818181818182,0.0009809230105020106,0.8421052631578947,0.8666558476685058
DecisionTreeClassifier,random,18,0.7985414767547858,0.8945454545454545,0.0009961519972421229,0.8806584362139918,0.8975449293966623
DecisionTreeClassifier,random,19,0.7948951686417502,0.8909090909090909,0.0009853820083662868,0.8905109489051095,0.9243890828308474
