method,sample_type,seed,training_accuracy,testing_accuracy,training_time,f1_score,roc_auc
DecisionTreeClassifier,random,0,0.6435733819507748,0.7963636363636364,0.0024700250069145113,0.7522123893805309,0.8452445212134299
DecisionTreeClassifier,random,1,0.6280765724703737,0.8909090909090909,0.0018166450026910752,0.8706896551724138,0.8568498326676023
DecisionTreeClassifier,random,2,0.6463081130355515,0.8618181818181818,0.0016103430243674666,0.8613138686131386,0.87730451366815
DecisionTreeClassifier,random,3,0.649954421148587,0.8909090909090909,0.001684272981947288,0.8557692307692307,0.8147530040053405
DecisionTreeClassifier,random,4,0.6472196900638104,0.7854545454545454,0.0016448689857497811,0.7255813953488373,0.7789678675754625
DecisionTreeClassifier,random,5,0.6545123062898814,0.7818181818181819,0.001608129998203367,0.8064516129032258,0.8004096616301342
DecisionTreeClassifier,random,6,0.6362807657247037,0.8218181818181818,0.0015720919764135033,0.8316151202749141,0.8803664642590815
DecisionTreeClassifier,random,7,0.6426618049225159,0.7745454545454545,0.0015697769995313138,0.7416666666666667,0.7543275992643081
DecisionTreeClassifier,random,8,0.650865998176846,0.8545454545454545,0.0015644269878976047,0.84,0.8388907050234281
DecisionTreeClassifier,random,9,0.6554238833181404,0.8290909090909091,0.0015562010230496526,0.8127490039840638,0.7894610969387755
DecisionTreeClassifier,random,10,0.6289881494986327,0.8472727272727273,0.001605474011739716,0.8372093023255814,0.8907520325203251
DecisionTreeClassifier,random,11,0.6298997265268915,0.8836363636363637,0.0015605789958499372,0.8699186991869918,0.8782959789057351
DecisionTreeClassifier,random,12,0.6517775752051048,0.7963636363636364,0.0015554589917883277,0.7795275590551181,0.7905376344086021
DecisionTreeClassifier,random,13,0.6317228805834093,0.8072727272727273,0.0015662200166843832,0.7488151658767772,0.8843010752688172
DecisionTreeClassifier,random,14,0.6435733819507748,0.7381818181818182,0.0015560209867544472,0.75,0.7693618834558432
DecisionTreeClassifier,random,15,0.6253418413855971,0.8836363636363637,0.0016236189985647798,0.8796992481203008,0.8365914388641662
DecisionTreeClassifier,random,16,0.6381039197812215,0.6618181818181819,0.0015460519935004413,0.6950819672131148,0.7660727702050015
DecisionTreeClassifier,random,17,0.6244302643573382,0.7418181818181818,0.0015508009819313884,0.6899563318777293,0.7921129503407983
DecisionTreeClassifier,random,18,0.6289881494986327,0.8690909090909091,0.0015298210200853646,0.8615384615384616,0.8831568249893026
